label,text
flight_id,i want to fly from boston to baltimore
flight_id,what flights do you have today from san francisco to pittsburgh
flight_id,show me the morning flights from boston to philadelphia
flight_id,i need a flight from boston to denver
flight_id,show me american flights from dallas to san francisco
flight_id,show me the flights from baltimore to philadelphia
flight_id,show me flights from boston to san francisco arriving before 1pm
flight_id,show me all the flights from denver and all the flights from miami that arrive at baltimore around noon
flight_id,is there a flight on twa from baltimore to san francisco with a stop in denver
fare_id,what is the round trip fare on continental 1291 from denver to san francisco and return
flight_id,list daily flights from denver to baltimore
flight_id,what flights go from pittsburgh to newark after 823 in the morning
flight_id,what flights go from tampa to charlotte on sunday
booking_class,what are the classes of service on twa
flight_id,i want all flights from atlanta to washington dc on thursday
flight_id,i would like to see all flights from baltimore to philadelphia
flight_id,i want a flight from cincinnati to burbank on american airlines and leave in the afternoon
flight_id,list all flights from boston to san francisco on us air
fare_id,first class price san francisco pittsburgh round trip
transport_type,ground transportation denver
fare_id,lowest fare from san francisco to orlando
flight_id,are they all nonstop flights from kansas city to st. paul
flight_id,all round trip flights between new york and miami that are first class
airline_code,what airlines are there
airport_code,what is yyz
airline_code,please show me airlines with flights from denver to boston stop philadelphia
restriction_code,what is the meaning of restriction ap80
fare_basis_code,what's fare code yn
restriction_code,explain the restriction ap/57
transport_type,what limousine service in los angeles
flight_id,american airlines from denver to milwaukee
aircraft_code,i'm going to leave philadelphia and i want to go to san francisco and i want to fly first class american and i want a stop in dallas can you please tell me what type of aircraft you will be flying
flight_id,what flights go from pittsburgh to newark after 305 in the afternoon
flight_id,can you show me the economy fare flights from baltimore to dallas
flight_id,find the earliest flight from boston to san francisco that serves a meal
flight_id,in the month of december are there any flights from atlanta to denver that stop in boston
flight_id,show all united flights between boston and philadelphia
flight_id,information on flights from pittsburgh to san francisco
flight_id,is there a delta flight from denver to san francisco
flight_id,what flights are available from denver to baltimore first class on united airlines arriving may seventh before noon
flight_id,i'd like a flight on american from newark to nashville
flight_id,the latest flight from baltimore to oakland please and i'd like a meal with that
flight_id,show me a list of flights from san francisco to boston for august thirtieth
transport_type,i'll need a rental car at the atlanta airport can you show me what's available
flight_id,baltimore to philadelphia
flight_id,i'd like a list of all the flights from san francisco to pittsburgh on sunday please
flight_id,i want a flight from montreal quebec to san diego california that leaves sunday
flight_id,list all flights from orlando to kansas city then to minneapolis
flight_id,all the flights from baltimore to san francisco
flight_id,flights to baltimore
aircraft_code,what is the smallest aircraft available to fly on from pittsburgh to baltimore
